Titre,Localisation,Surface_m2,Prix_FCFA,Image
Duplex a louer mermoz,"Mermoz, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c78b34b2c58c85d67be45f917c652fe7/-/horizon-files-prod/ed/picture/qkr89z42/388cb14ee698cf99fd89956c0d3d39e3b42b8772.jpg
Appartements aux mamelles,"Mamelles, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bfe8beed8f704cafe51d2c70ea1b6e6/-/horizon-files-prod/ed/picture/q8vmz58p/63ef418198a875dff29b35174f9f75724db7d6b1.jpg
Studio aux almadies,"Almadies, Dakar",,230000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10cd924985e0ec38a649c6ec7077c58b/-/horizon-files-prod/ed/picture/qj46j27r/b40886fd3ea029990f187b8975d8246c14bc19f1.jpg
Appartements aux almadies,"Almadies, Dakar",,330000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1753aa5f12b49966b4b78ac421e6e2fc/-/horizon-files-prod/ed/picture/q2jkr5nk/4a7279f5d073c1d574beaa30c887347e4c92f82e.jpg
Appartements aux mamelles,"Mamelles, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f2d87be124d71f7957245c8f297e0d6/-/horizon-files-prod/ed/picture/qde7xgpw/31bf8135799f3c7b58682947e62e6ceaa39cc3fa.jpg
Penthouse a louer ouest foire,"Ouest Foire, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41ac756ff55ca9a0875091579f5a6869/-/horizon-files-prod/ed/picture/q9mk8rp6/f3e0c7b0cb1103c73797f2d6ffb05b8a7bb65118.jpg
Appartement f4 & duplex a louer,"Virage, Dakar",180.0,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/167524b6b23a5d0698987a0cf6a99589/-/horizon-files-prod/ed/picture/qxjp0m4q/99704fd1f6f7c3b793139652ea3209b9f963c60d.jpg
"Appart rdc, 3 chambres salon à maristes/forbes","Hann Maristes, Dakar",100.0,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fd292804c6301a5f41856686fdb2514/-/horizon-files-prod/ed/picture/qng9dx7g/4c9d0a14dab2b939c4c180de0a22c4623da69805.jpg
3 chambres cité magistrat,"Cité Magistrat, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/312de3914718ec6eb77edd4c146ce8c9/-/horizon-files-prod/ed/picture/qenr5er4/bec6193bb2da2137e5b70aa5bcc4f48ab3143c73.jpg
Appartement corniche fann residences,"Fann, Dakar",300.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/308b1b08a5f111de1319419b5beee665/-/horizon-files-prod/ed/picture/qzvd2k0x/1c3503598776d895a0ddec148364bbee8b031b08.jpg
Somptueux appartements vue sur mer à louer,"Almadies, Dakar",161.0,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92c6d03252c995f18d8888d313571b87/-/horizon-files-prod/ed/picture/q9mk89x8/9e0fffe4d3bf9d09d677a2be15bcd49af49f8d68.jpg
Appartement à louer,"Point-E, Dakar",180.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d181b2303c474f8febcc9eb79913f96/-/horizon-files-prod/ed/picture/q78j7dkj/840926da4f9267a6d0c8dbe1dd4a6ffddb12ac8c.jpg
Appartement neuf à louer,"Cité Keur Gorgui, Dakar",1.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/85159b023f7a657470ce1edc3421ade7/-/horizon-files-prod/ed/picture/qde9wzp4/e45c0608fc852f6f32c7712e98fd88ceb83514fd.jpg
Appartement f4 a ngor almadies,"Ngor, Dakar",150.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdf0d5e6543814a9cc45f8bb9c1a09a3/-/horizon-files-prod/ed/picture/q8v5ndnp/5707b7e980eabf2984f6e04fb922b6ff113e9487.jpg
Appartement meublé avec terrasse privé almadies,"Almadies, Dakar",150.0,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a9706c3341badfca378da4718a6665b2/-/horizon-files-prod/ed/picture/qkr75dep/e7b34fe7d818669b3300f24063b4245419806405.jpg
Appartement 4chambres à louer aux almadies,"Almadies, Dakar",180.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80bf883117655887c3cf0d2cc38abf07/-/horizon-files-prod/ed/picture/qq4zdkrp/334bc36b0d92c8e8f3934d79094858074f63dfb5.jpg
Appartements f4 à louer à ngor almadies,"Almadies, Dakar",,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6dcbec71c8719ca00e37358cf6143761/-/horizon-files-prod/ed/picture/q2jq44mq/4fd6e993208b00beb4bce25aa7dbd1190e1e8d27.jpg
Magnifique f4 de standing avec piscine,"Almadies, Dakar",,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77b629b579475e5dd8679eaa10317fe5/-/horizon-files-prod/ed/picture/q9mjwqdp/962b94a747cd02bca9ddce83bf0074a59cdbf408.jpg
Appartements f5 de prestige à louer à fann résidence,"Fann, Dakar",260.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c89218187fe8e0339a285bcf1baedc7/-/horizon-files-prod/ed/picture/qngp8n0v/55e49a7d9035981bbb46629473b365e5677194b0.jpg
Magnifique f5 à louer aux almadies,"Almadies, Dakar",314.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/22443b9c113a5c1fa0d1d33dca37a97e/-/horizon-files-prod/ed/picture/qrzrqjrg/3974355cd17630234ff66222bd095e78b0c60cb9.png
Corniche plateau 2 chambres salon à louer,"Plateau, Dakar",170.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/436352ad780ed1a1913008975d497879/-/horizon-files-prod/ed/picture/qv4dp09v/3983d644f164e07c15e3e822bcc71f512aacdad1.jpg
Appartement a louer a mermoz batrain,"Mermoz, Dakar",,375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eab3c77497be724660955189aafe1239/-/horizon-files-prod/ed/picture/q445d6nr/c401bc27c083377b77a9c2582d35fa20a22586b0.jpg
Appartement à louer à fann résidence,"Fann, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/76fb52a8d72e6314c99392e2ce43e541/-/horizon-files-prod/ed/picture/qq4zd8je/34413b82377a6beb647f2d161e14c81d43b7d8c9.jpg
Appartement meublé au plateau sur la rue jules ferry.,"Plateau, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e8ffdab91b07b9cc8de3a1447cae511/-/horizon-files-prod/ed/picture/q9mjd600/8c1bbeed44841416f0660851576936b7e4d21e3f.jpg
Appartement standing aux almadies,"Almadies, Dakar",250.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/023ede0e291df796b6efbcaeb77301d9/-/horizon-files-prod/ed/picture/q2jkrnvv/18f1c1275cb59592dfb86cbfdfd645d43eb98f56.jpg
F4 à louer,"Mermoz, Dakar",,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/502ff9ca33029e6e44d4b755e80ed207/-/horizon-files-prod/ed/picture/q6xq67gp/1202cf40b6235cd92cab4078b795d55acd35829d.jpg
Sacré cœur bel et grand appartement à louer,"Sacré-Cœur, Dakar",200.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1fae3311110c239e7eb0383faa574507/-/horizon-files-prod/ed/picture/q44nkvd5/9efd429f1349b579bb67941bb0179c16a39bb3ae.jpg
3 chambres liberté 4,"Liberte 4, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91aeb19ad04b07514c7ab65e6c2ebdb6/-/horizon-files-prod/ed/picture/qpdgw2v4/48ddcbf37e7b9b208e3cf9fc6ce64c73c003ecf3.jpg
Magnifique f3 à la cité sonatel,"Cité Magistrat, Dakar",,375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ddc1f9ff8de467de4da7ab18308e619/-/horizon-files-prod/ed/picture/qj46j2kg/5be15562ecc63397e82a3bd036ffe31938b4463a.jpg
Bel appartement aux almadies,"Almadies, Dakar",,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b4f1a52d2df107a8fa344199cb37ce6/-/horizon-files-prod/ed/picture/q0gk25rw/ead02e8ccf0a5a02312f168c0c19e0a40505c5f0.jpg
F4 à louer à cité keur guorgui,"Cité Keur Gorgui, Dakar",150.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45d7d11bd0ddcc0e308298ca7a2d7897/-/horizon-files-prod/ed/picture/q78j7968/05b77f0235bec4e2b74fbe721561af7b225a7ecd.jpg
F4 neuf à louer au point e,"Point-E, Dakar",234.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4423f938730d2c024413b8e68f76540b/-/horizon-files-prod/ed/picture/qenr528x/a7f694742399e6fa8af1e285da1beeaf68e6ebe0.jpg
F4 à louer à sacré cœur 3,"Sacré-Cœur, Dakar",150.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff9d9338f0cea7e55dfa424013862f81/-/horizon-files-prod/ed/picture/qde9w4q0/80ddfbffda5dcc3a0c5635a7ef51fb03ff22dcda.jpg
Ref_2615 appartement à louer pour bureau en centre ville,"Plateau, Dakar",,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fcab60fa90cd29e2e9220e7c5587b4e5/-/horizon-files-prod/ed/picture/q0gk25zg/bbe87af3e550aa349b4286679c0b353d2fb62150.jpg
Ref_2579_pl appartement à louer en centre ville,"Plateau, Dakar",,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/211d7a91bd9bc302982a88c81bb23c67/-/horizon-files-prod/ed/picture/qrzrq55j/fd682b827fbd78ea0e953e9a0b9544959242fe26.jpg
Appartement f4 au 2eme étage - haut standing,"Mermoz, Dakar",174.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/316437d0d212590af54c60731b44fc77/-/horizon-files-prod/ed/picture/qkr7r9ez/2fff29e62ec571f26653ffb68ed486ddb29e489c.jpg
Appartements f4 à louer,"Mermoz, Dakar",162.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6107cc04a3712071e6369d1d6568a9c4/-/horizon-files-prod/ed/picture/qgqmqnz9/8944eea9877b244e894ef4bbb570cb6709a37702.jpg
Studio a louer a ngaparou,"Ngaparou, Thiès",70.0,180000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7074b0a2ae8f55dd6447dd890cffd3a3/-/horizon-files-prod/ed/picture/qkr750dx/debc4e05ada3508849da68fe6c520194d3645450.jpg
Appartement neuf de standing de type f4 à louer au point e,"Point-E, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4273549fefc2dceba5a1b7ee962fba71/-/horizon-files-prod/ed/picture/qng9d2jx/da5c1239a326d509ffbbf927bccff6fe288c0e04.png
Penthouss vue sur mer à louer a fan résidence,"Fann, Dakar",300.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6f8b50bf09a44dac4977ab6e1f29bfca/-/horizon-files-prod/ed/picture/qj46j25d/4a511eab75e1dc4e865413e30d6f8a0ec225ac1b.jpg
Appartements neuf location/vente,"Plateau, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/58ffa08a3bb2eeb472d14b603c7067e6/-/horizon-files-prod/ed/picture/q445dpg9/9ddacc1289af647cff0d344b3bccae383049b4c5.jpg
Appartement a louer f3 mermoz piscine,"Mermoz, Dakar",150.0,1260000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/52bef51a3833d00a0a7454231b1df4f1/-/horizon-files-prod/ed/picture/qv4wzqzv/1150251b7084666b7b8d8010aa55852bb1f83edf.jpg
Studio neuf à louer,"Liberte 6, Dakar",80.0,185000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ebacd48e3d298a5858466520dc71481/-/horizon-files-prod/ed/picture/q9mjpwnv/1394873d0445253bcd22aa2815db2db4af9576c0.jpg
Penthouse f6 a louer,"Ngor, Dakar",480.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c685dbad877703cda225fbe9a555ef0d/-/horizon-files-prod/ed/picture/q78j8z5d/05dea613429e894dbcd347e6618371ce9d703434.jpg
"F4 neuf à louer – espace, lumière et élégance","Avenue Bourguiba, Dakar",191.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9000991b69436f64362877eda806271c/-/horizon-files-prod/ed/picture/qpdgd0wj/4542ddd373c5c713e8c026c9e0069055456add82.jpg
Mermoz appartement trois chambres salon et studio,"Mermoz, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/879238bceb3d2e7cc8bb6069f7d67e9c/-/horizon-files-prod/ed/picture/qzv8vg7v/c3631157694d2fe92dee41b975935f18ee5553a3.jpg
Sipres f4 a louer,"Sud Foire, Dakar",,430000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d961b84368915f8f35cd564bae8d8f9/-/horizon-files-prod/ed/picture/q8vmzgkx/3b41bf3c9d8803d1b777b58022547dee13deb0bb.jpg
02 chambre salon aux mamelles,"Mamelles, Dakar",,275000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/449d9ae52891bfaf9cd8ecd20a2d7b12/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qng9dj29/da0255bfecb40a83acea9ce6bd272350759ba441.jpg
Bel appartement à louer à liberté 6 extension,"Liberte 6 Extension, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e9db7f5ec1b12974955be5ce75b0caf/-/horizon-files-prod/ed/picture/qq4zd5dz/27cc875437b21299abac0b40c3c3d6e3882e2eac.jpg
Appartement f3 à louer,"Almadies, Dakar",,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7769252b90d8585b5ff572cba1495e8/-/horizon-files-prod/ed/picture/qng956r0/df6d00400e12de24a472d8728bef8cbad9e88f8b.jpg
Bel appartement f5 au point e,"Point-E, Dakar",128.0,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40765194c55c35f0341aad501b067c70/-/horizon-files-prod/ed/picture/qgqww4kk/b46cc35a35cbff1129c5ae9888c7beb65f670f7a.jpg
Bel appartement f4 a louer au point e,"Point-E, Dakar",100.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a78b17e585dbc0ee3aabbce11ab6e48f/-/horizon-files-prod/ed/picture/qngpp0k9/307fd6eb55bddf03018be1607018f1f97a983e97.jpg
"Magnifique f4, 3 chambres salon à louer aux almadies","Almadies, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53e9afb52f6cdd7db791e2c09bc06a01/-/horizon-files-prod/ed/picture/q56p4rz2/798faa6ab37db8f8baf5febacb8d21e3da994b15.jpg
Appartement neuf de type f4 à jaxaay,"Keur Massar, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/258f558e25b409163c774e9290a7688d/-/horizon-files-prod/ed/picture/qpdgpvwr/4cf94b227ac984f4ef25a8652993627353556105.jpg
Appartement 3 chambres à louer aux almadies 2,"Almadies 2, Dakar",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31cf0adf834a7f78891422fe67a83ce9/-/horizon-files-prod/ed/picture/qrz8pg0g/ff3930e6db1d11f34959782c51338e1e972c32e1.jpg
F3 a louer,"Dieuppeul, Dakar",130.0,230000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c1f48378c00f4f78895598c5e71e99c/-/horizon-files-prod/ed/picture/q6xq6rnj/ef8979c887d8525782765c60f91be3561689fc3e.jpg
02 appartements à louer à saint-louis,"Saint-Louis, Saint-Louis",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96aef0673e87e7782d22235b48cdfb80/-/horizon-files-prod/ed/picture/qkr7r7wz/2a069099a265d5544e1707e179961f418740b40c.jpg
Appartements f4 et f3 à louer,"Point-E, Dakar",211.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2111f614ff3c51eebb56921b3c3be62/-/horizon-files-prod/ed/picture/qgqmgp2m/7d57b636ad4e7fd52925849a6abb03a16b07caaa.jpg
A louer appartement f3 en ville,"Plateau, Dakar",,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c6e4d7fd33601d51581e1d81dc87ace/-/horizon-files-prod/ed/picture/q8v4r65z/febf78e6fcc1a73c38c7de008657578e8e82f683.png
Appartement a louer aux almadies,"Almadies, Dakar",,535000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c9e4d404d37e7e50c9c827140d9c5fb/-/horizon-files-prod/ed/picture/qwerzr4p/ec666b853510c3770f955b9422de0ab71f646ea2.jpg
Location appartements et studio,"Ouest Foire, Dakar",,1,https://i.roamcdn.net/hz/ed/listing-thumb-224w/af7a5648bbaf8fc8d54232e3a50be61f/-/horizon-files-prod/ed/picture/qv4dpdrx/aaa0185da1532244a73ba05879a70a02e7c2315c.jpg
Corniche fan rdc à louer à fan résidence,"Fann, Dakar",300.0,2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1283620c349b03f7c3a7c1cbc65c7a4d/-/horizon-files-prod/ed/picture/q8vmzmkr/ba9b79f70a5a382215a374bad3843946801f1abe.jpg
F3 a louer,"Vdn, Dakar",80.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe8f49c42494c277729210b526fde5ed/-/horizon-files-prod/ed/picture/q2jkjw9p/485c770b69ad914f1365cc029cce5ce0da3d5533.jpg
Appartement f4 neuf à louer à mermoz batrain,"Mermoz, Dakar",155.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b65cf76af77789dc4f262f3dab4c49fe/-/horizon-files-prod/ed/picture/qpdmk5vj/7233a06b0a445c0a02b911313795964a6450d0e3.jpg
Appartement a louer,"Ouest Foire, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a65adab13b004c07e204d0111083e564/-/horizon-files-prod/ed/picture/q44nzjkm/8df0d18a1975f69cd239588a16de009894220944.jpg
Studio a louer,"Ngor, Dakar",100.0,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31abe43ea99084e6eaac048dc140766f/-/horizon-files-prod/ed/picture/qkr7584j/006e56c19938163818f83953cf1bd9cd59f6619d.jpg
Corniche dakar : appartement f4 avec vue mer,"Fenêtre Mermoz, Dakar",200.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/658a46b9a7a202dae2e934276f524f29/-/horizon-files-prod/ed/picture/qrzrq8q5/46dca7d63abe2699377497447559236ce9273940.jpg
A louer un trés joli appartement neuf corniche,"Mermoz, Dakar",200.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4f46fd2aa87bcc8a65de55afc6ba71a/-/horizon-files-prod/ed/picture/qv4dppmv/dd44b140d73c4d40d4d16e524af5e0eac3172a83.jpg
Appartement à louer en centre-ville,"Plateau, Dakar",150.0,721000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b30637f0e887f1b22a88a09d15c52dad/-/horizon-files-prod/ed/picture/q6xd9dk8/ef977358b6b5ef10bc7735785cce9c0bd466fee8.jpg
Appartement 4chambres terrasse à louer almadies,"Almadies, Dakar",200.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4340fbdcf0c77af1fbceb7f6d5db2903/-/horizon-files-prod/ed/picture/qrzrqv9g/56e87097580b196008391f005f212cf8efe435ba.jpg
Appartement à louer à fan résidence 3 eme étage,"Fann, Dakar",225.0,2300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b966a955ff36fea3e7b8f6da7c34ac6/-/horizon-files-prod/ed/picture/qrz8z4zg/97a8605cc8654b41a0f43325fc8c18c0d5b5e845.jpg
Appartement f3 mermoz très accessible,"Mermoz, Dakar",,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e93616b9849461512e2df23f2d335ddd/-/horizon-files-prod/ed/picture/qm5gzpgm/1ecd6f0e2cce13389facc06a33575b7a6626730f.jpg
Studio,"Mamelles, Dakar",90.0,337920,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10ac4e400138a44b80df20b7420de45f/-/horizon-files-prod/ed/picture/q9mk8950/97c6ae8e246f8dc21c4fdf5117361cf1760d17e4.jpg
Appartement 4 chambres à louer aux almadie,"Almadies, Dakar",312.0,1900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f26b407e5e26331a0dc372fd504db812/-/horizon-files-prod/ed/picture/qzv84v5x/f91deaacf8fec5408f32041124050d2e7f247e63.jpg
À louer -appartment f3 à ngor almadies,"Almadies, Dakar",110.0,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98b8e1774e335be55f73d51b919f8f5e/-/horizon-files-prod/ed/picture/q0gk2wkm/630de3a580fa52f0443e22e7cb3b5dae6f9a2530.jpg
Appartement neuf a louer-les mamelles,"Mamelles, Dakar",164.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3bbf2e8c2cb8ad983032c428a3c6f06c/-/horizon-files-prod/ed/picture/q78j75je/1644290430b529bb4e392a30af64fc11652bad5a.jpg
Superbe duplex corniche almadies,"Almadies, Dakar",150.0,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36015271786ee72aa508f20445c60098/-/horizon-files-prod/ed/picture/qenvp9n5/f3e4878824478f6d78ce02086c8ee530fdf6f307.jpg
Très beau f4 au point e,"Point-E, Dakar",150.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3be1acd8bf5fa413cdb31d869431c42/-/horizon-files-prod/ed/picture/qpdmez4v/684d3a4d9fe31aa33a65aac2fe7afb8d45dfb91a.jpg
Appartement f4 aux almadies,"Almadies, Dakar",,414400,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3b992d1021cf3298b21f9cbbe33022f/-/horizon-files-prod/ed/picture/qng9grm0/160eda85f152284fb2d48e85f88e9f1d4178af0e.jpg
Magnifique appartement louer avec ses meubles,"Almadies, Dakar",200.0,1700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cad73598111594d2efb3e6a475678b56/-/horizon-files-prod/ed/picture/qxj8j0zn/f1db5ae31b3b0eb7b90cf0a921f3e17838dbbdc8.jpg
Très joli apt f4 au virage,"Virage, Dakar",187.0,1100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/543fbcd85720600be61135d767af9bce/-/horizon-files-prod/ed/picture/qwepq0xz/8ed94e883813cc86a566c4c2f04891c4e26d0ad6.jpg
Studio à louer,"Biscuiterie, Dakar",67.0,180000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74ea556daf7dc183b10baa94bc4d9251/-/horizon-files-prod/ed/picture/qpdgww92/b69d72f6888807382ae6884c80a193f1218bd71c.jpg
Appartement 2 chambres + salon,"Grand-Dakar, Dakar",,225000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70a78289d737a4772a97404e5be96b67/-/horizon-files-prod/ed/picture/qq4zd4pj/398cc6182b47ede61b08bd1085ab4f625194cfc5.jpg
F3 meublé derrière hyper marché exclusif,"Vdn, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac1b11e7af2c35063aba0cdcafa57db6/-/horizon-files-prod/ed/picture/qv4e5gpm/a6cb203b1f1890a20f4f4b1a7c36d6b300ac3b00.jpg
F9 aux mamelles,"Mamelles, Dakar",,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb9b734f6ab450271b9de6b89436a49b/-/horizon-files-prod/ed/picture/qwerepkm/e6f253f1fa0b1c8f5b59b3e96abb141d2f43f039.jpg
F5 à louer à ouest foire,"Ouest Foire, Dakar",,325000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cfe423ec345e8a1267f9ad6c149300d9/-/horizon-files-prod/ed/picture/q56p6952/6f5895a1d512379e92868da3c64f067376495aae.jpg
F4 aux almadies 2,"Almadies 2, Dakar",,180000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae17dd3925b0aea1e1e96d72573f5092/-/horizon-files-prod/ed/picture/qwepnkek/f8891795daf34af4e727de1e8e9dd9bfa35b28f1.jpg
Appartement f4 à louer,"Fenêtre Mermoz, Dakar",200.0,1550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99420a6312546bfb23e8f257cfd2c2f6/-/horizon-files-prod/ed/picture/qq4280kp/514225b7d701eaba13930bd68c097a7936c03b88.jpg
Luxueux appartement f3 à louer à fass,"Fass, Dakar",,290000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb982dd3a6098917c5955243d023da01/-/horizon-files-prod/ed/picture/qgqwjx6e/6ad0c322aebb756de6b54c30f3c5693a0f417347.jpg
Appartement f4 à louer au point e,"Point-E, Dakar",220.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa89c3eb41c1441140d5a4ad5e2544a7/-/horizon-files-prod/ed/picture/qzvpgxed/e783d7d39f40da5a7a7805e893d6d17ea90fb7f2.jpg
Appartements a louer,"Keur Massar, Dakar",100.0,221000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a61e71aca4c651e4ac29a30d937753e0/-/horizon-files-prod/ed/picture/qq4zd45z/62bd9a71f7a01f7a68080fe970d407f0721d3071.jpg
Appartements à louer sur saly portudal,"Thiès, Thiès",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8371a0164090820d69ae960df15f1368/-/horizon-files-prod/ed/picture/qde9wedg/32cf84d93dd7a04d754ab18d0f018495483c76f0.jpg
Ref_2817_sey appartement à louer à mermoz,"Mermoz, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/28af6cf91ba54823e64d7811aca00a32/-/horizon-files-prod/ed/picture/qxj86jdw/3f7e813971a67ce85eba381f7dbfc59bec56616e.jpg
"Magnifique appartement f3,f4 et f5 neuf","Point-E, Dakar",200.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a693f281229fa67b7097e40eabcec6e3/-/horizon-files-prod/ed/picture/qde9ek84/9b2d7e3ebefab081c9623567c8e86aa8e00d79b4.jpg
Appartement f4 a louer point e,"Point-E, Dakar",200.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a5941260d0bb6308d57577a31ed4d3e/-/horizon-files-prod/ed/picture/q0gkgmjk/217dd87d348437b665d70ffd00bff98b683e2844.jpg
